PRS_NAT,libelle,nb_val_jan24,detail
1821,"ID PARIS LYON MARSEILLE, +100.000 HA, -100.000 HA",6727,ID
1841,INDEMNITES FORFAITAIRES DE DEPLACEMENT,7898,IF
1842,INDEMNITES FORFAITAIRES DE DEPLACEMENT DES AUXILIAIRES MEDICAUX ET ASSIMILES,848784,IFA
1843,INDEMNITES FORFAITAIRES DE DEPLACEMENT MK ORTHOPEDIQUE ET RHUMATOLOGIQUE,51593,IFO
1844,INDEMNITES FORFAITAIRES DE DEPLACEMENT MK RHUMATISMALE,6071,IFR
1845,INDEMNITE FORFAITAIRE DEPLACEMENT NEUROLOGIQUE,48635,IFN
1846,INDEMNITES FORFAITAIRES DE DEPLACEMENT MK PNEUMOLOGIE,14844,IFP
1847,INDEMNITES FORFAITAIRES DE DEPLACEMENT DE SORTIE,13827,IFS
1848,INDEMNITES FORFAITAIRES DEPLACEMENT INFIRMIERS,164111,IFI
1849,INDEMNITE FORFAITAIRE DEPLACEMENT MK PERS. AGEE,8554,IFV
1901,MAJORATION PERSONNES AGEES,48863,MOP
1903,MAJORATION ENFANT GENERALISTE,40351,MEG
1904,MAJORATION ENFANT PEDIATRE,15646,MEP
1905,NOUVEAU FORFAIT ENFANT,10468,NFE
1906,NOUVEAU FORFAIT PEDIATRIQUE,12861,NFP
1907,REMUNERATION DES SOINS DE PROXIMITE,16,PRX
1908,FORFAIT SORTIE PRECOCE ET TEST GUTHRIE,2,SP2
1909,FORFAIT SORTIE PRECOCE,6,SP1
1910,Plan personnalisé de santé,14,PPS
1911,ACTES DES SAGES-FEMMES,42130,SF
1912,HONORAIRES NON VENTILABLES INDIVIDUALISES,20,NA
1913,MAJORATION MILIEU DE NUIT,9441,MM
1914,FORFAIT PEDIATRIQUE,,FPE
1915,FORFAIT ASTREINTE PROF,,ASR
1916,REMUNERATION POUR GARDE ETS PRIVES,1,RPG
1917,REMUNERATION POUR ASTREINTE ETS PRIVES,,RPA
1918,MAJORATION D'URGENCE,9236,MU
1919,DEPENSES DE MEDECINE FORFAITAIRE (OMNIPRATICIENS ET AUXILIAIRES MEDICAUX),,
1920,CONTRAT DEMOGRAPHIQUE SAGE-FEMME,20,CIS
1921,TEST DE DIAGNOSTIC RAPIDE,,TDR
1922,CONSULTATION,,CG
1923,EXAMEN DE SUIVI POST NATAL,2957,SP
1924,INDEMNISATION VACATION MEDECINS,1,VGM
1925,REMUNERATION VACCINATION GRIPPE A PAR MEDECIN RETRAITE ET SALARIES HORS OBLIGATIONS,,VMR
1926,ACTE DE VACCINATION GRIPPE A/H1N1,,VAC
1927,REMUNERATION CPTS,79,CPT
1928,REMUNERATION VACCINATION COVID 19,233,VCO
1929,ACTE DE VACCINATION COVID 19,2666,VAC
1930,ACTE D INJECTION DU VACCIN COVID19,25384,INJ
1931,MAJORATION NOURRISSON PEDIATRE,,MNP
1932,MAJORATION NOURRISSON GENERALISTE,,MNO
1933,MAJORATION CONSULTATION REGULEE  DE NUIT,34457,CRN
1934,MAJORATION CONSULTATION REGULEE MILIEU DE NUIT,3989,CRM
1935,"MAJORATION CONSULTATION REGULEE DIMANCHE, JOURS FERIES ET ASSIMILES",38554,CRD
1936,MAJORATION VISITE REGULEE  DE NUIT,9357,VRN
1937,MAJORATION VISITE REGULEE MILIEU DE NUIT,5217,VRM
1938,"MAJORATION VISITE REGULEE DE DIMANCHE, JOURS FERIES ET ASSIMILES",7757,VRD
1939,MAJORATION SAGE-FEMME,51192,MSF
1940,FORFAIT SORTIE PRECOCE,728,DSP
1941,MAJORATION CONSULTATION REGULEE SAMEDI APRES MIDI,10699,CRS
1942,MAJORATION VISITE REGULEE SAMEDI APRES MIDI,2080,VRS
1943,MAJORATION URGENCE MT,7337,MUT
1944,MAJORATION CORRESPONDANT URGENCE,23912,MCU
1945,MAJORATION MEDECIN TRAITANT REGULATION,1539,MRT
1946,FORFAIT SAGE-FEMME REFERENTE,181,SFR
1947,FORFAIT ASTREINTE SAGE-FEMME,91,FA
1948,FORFAIT DE SURVEILLANCE SF,31,FMN
1949,MAJORATION DE SURVEILLANCE SF,62,MS
1951,PARTICIPATION FORFAITAIRE HORS TIERS PAYANT,541278,PFH
1952,PARTICIPATION FORFAITAIRE TIERS PAYANT,1843482,PFT
1954,PARTICIPATION ASSURE CONSULTATIONS ET SOINS EXTERNES (C2S + AME),246,PAE
1955,PARTICIPATION ASSURE CONSULTATIONS ET SOINS EXTERNES (REGIME LOCAL),113,PAL
1956,PARTICIPATION ASSURE EN AMBULATOIRE,47582,PAP
1957,MAJORATION HORS PARCOURS DE SOINS,81979,TMT
1959,ADMINISTRATION  VACCIN,,VAX
1960,SUPPLEMENT DEROGATOIRE SG SUR ACTE PROFESSIONNEL NON REMBOURSABLE (CNMSS),1,SGA
1961,SUPPLEMENT DEROGATOIRE SG SUR ACTE PROFESSIONNEL REMBOURSABLE (CNMSS),100,DAP
1962,VACATION MEDECIN VACCINATION COVID 19,85,VMR
1963,MAJO URGENCE + DE 75 ANS SAMU/AMB,,MVU
1964,MAJORATION 19H-21H,,SHE
1965,MAJO DIMANCHE / NUIT HORS URGENCE,,MHP
1971,FRANCHISE HORS TIERS PAYANT SUR MEDICAMENT,69169,FRH
1972,FRANCHISE TIERS PAYANT SUR MEDICAMENT,1192020,FRT
1973,FRANCHISE HORS TIERS PAYANT SUR TRANSPORT,3869,FRH
1974,FRANCHISE TIERS PAYANT SUR TRANSPORT,269419,FRT
1975,FRANCHISE HORS TIERS PAYANT ACTE D'AUXILIAIRE MEDICAUX,163025,FRH
1976,FRANCHISE TIERS PAYANT ACTE D'AUXILIAIRE MEDICAUX,1307191,FRT
1977,PARTICIPATION ASSURE HORS TIERS PAYANT TRANSMISE SANS ACTE DE REFERENCE OU TYPE DE FRANCHISES,1,FRH
1978,PARTICIPATION ASSURE EN TIERS PAYANT TRANSMISE SANS ACTE DE REFERENCE OU TYPE DE FRANCHISES,,FRT
1981,FORFAIT IVG HONORAIRES DE VILLE,2241,FHV
1982,VACCINATION HPV 1ERE DOSE,210,HP1
1983,VACCINATION HPV 2EME DOSE,132,HP2
1990,FORFAIT D'INTERVENTION PAR SORTIE SUR DEMANDE DE LA REGULATION,20,FIM
1991,REMUNERATION REGULATION,110,REG
1992,PERMANENCE REMUNERATION DE NUIT,372,PRN
1993,PERMANENCE REMUNERATION MILIEU DE NUIT,168,PRM
1994,PERMANENCE REMUNERATION DIMANCHE ET FERIE,333,PRD
1995,PERMANENCE REMUNERATION TOTAL,16,PRT
1996,PERMANENCE REMUNERATION SAMEDI MATIN,19,RSA
1997,PERMANENCE REMUNERATION SAMEDI APRES MIDI,267,RSP
1998,ASTREINTE DE JOUR CORRESPONDANT SAMU,13,AJS
1999,ASTREINTE DE NUIT CORRESPONDANT SAMU,12,ANS
2100,FORFAIT ENVIRONNEMENT HOSPITALIER 7,319,SE7
2101,HBGT TEMP NON MEDICALISE,,HTN
2102,PROTOCOLE FRANCO ALGERIEN,,PFA
2103,SUPPLEMENT TRANSPORT PERMISSION THERAPEUTIQUE (PSY/SSR),63,ST3
2104,SUPPLEMENT TRANSPORT PROVISOIRE (PSY/SSR),4873,ST2
2105,SUPPLEMENT TRANSPORT DEFINITIF (PSY/SSR),783,ST1
2106,TRANSPORT DEFINITIF DIALYSE,69,TDD
2107,TRANSPORT SEANCE DIALYSE,101,TSD
2108,SUPPLEMENT TRANSPORT 2,6361,TDE
2109,SUPPLEMENT TRANSPORT SEANCES,990,TSE
2110,FRAIS SEJOUR SSR,24,GMT
2111,FRAIS D HEBERGEMENT ET ENVIRONNEMENT EN GHS,84075,GHS
2112,FRAIS DE SEJOUR SUPPLEMENTAIRE AU GHS,2802,EXH
2113,GROUPE HOMOGENE DE TARIFS,6507,GHT
2114,SUPPLEMENT SOINS PARTICULIEREMENT COUTEUX (ARRETE DU 29/06/1978),,SRA
2115,SUPPLEMENT SOINS CONTINUS,,SSC
2116,SUPPLEMENT NEONATOLOGIE 1,359,NN1
2117,SUPPLEMENT NEONATOLOGIE 2,64,NN2
2118,SUPPLEMENT NEONATOLOGIE 3,,NN3
2119,SUPPLEMENT DEFIBRILLATEUR,2,SDC
2120,DIFFERENTIEL TARIFAIRE CLINIQUE,97,DTC
2121,HEMODIALYSE EN CENTRE OU EN UNITE DE DIALYSE MEDICALISEE,,D01
2122,AUTODIALYSE SIMPLE OU ASSISTEE,,D02
2123,ENTRAINEMENT A L HEMODIALYSE A DOMICILE ET A L AUTODIALYSE,,D03
2124,ENTRAINEMENT A LA DPA,,D04
2125,ENTRAINEMENT A LA DPCA,,D05
2126,HEMODIALYSE A DOMICILE,,D06
2127,DIALYSE PERITONEALE AUTOMATISEE (DPA),,D07
2128,DIALYSE PERITONEALE CONTINUE AMBULATOIRE (DPCA),,D08
2129,FORFAIT D'HEMODIALYSE EN CENTRE,,D09
2130,DOTATION MIXTE MEDECINE,,DMM
2131,FORFAIT D HEMODIALYSE EN CENTRE POUR ENFANT,,D10
2132,FORFAIT D HEMODIALYSE EN UNITE DE DIALYSE MEDICALISEE,3874,D11
2133,DIALYSE TIERCE PERSONNE,1215,DTP
2134,FORFAIT D AUTODIALYSE SIMPLE,87,D12
2135,FORFAIT D AUTODIALYSE ASSISTEE,2156,D13
2136,FORFAIT D HEMODIALYSE A DOMICILE,392,D14
2137,FORFAIT DE DIALYSE PERITONEALE AUTOMATISEE (DPA),767,D15
2138,FORFAIT DE DIALYSE PERITONEALE CONTINUE AMBULATOIRE (DPCA),930,D16
2139,FORFAIT D ENTRAINEMENT A L HEMODIALYSE A  DOMICILE ET AUTODIALYSE,,D17
2140,FORFAIT D ENTRAINEMENT A LA DIALYSE PERITONEALE AUTOMATISEE,,D18
2141,FRAIS DE CHAMBRE PARTICULIERE POUR CONVENANCE PERSONNELLE,3124,CPC
2142,FORFAIT D ENTRAINEMENT A DIALYSE PERITONEALE CONTINUE AMBULATOIRE,,D19
2143,FF D ENTRAINEMENT A LA DIALYSE PERITONEALE AUTOMATISEE A DOMICILE,51,D20
2144,FF D ENTRAINEMENT A LA DIALYSE PERITONEALE CONTINUE AMBULATOIRE A DOMICILE,88,D21
2145,FORFAIT DE DIALYSE PERITONEALE AUTOMATISE POUR HOSPITALISATION DE 3 A 6 JOURS,43,D22
2146,FORFAIT DE DIALYSE PERITONEALE CONTINUE AMBULATOIRE POUR HOSPITALISATION DE 3 A 6 JOURS,78,D23
2147,FORFAIT D'ENTRAINEMENT A L'HEMODIALYSE EN UNITE DE DIALYSE MEDICALISEE,303,D24
2148,SUPPLEMENT  JOURNALIER ZONE HAUTE,,SZH
2149,SUPPLEMENT  JOURNALIER ZONE EXTREME HAUTE,,SEH
2150,VIDEOCAPSULE,968,VDE
2151,SUPPLEMENT REANIMATION,1414,REA
2152,SUPPLEMENT SURVEILLANCE CONTINUE,5022,SRC
2153,FORFAIT SOINS INTENSIFS,4198,STF
2154,REANIMATION PEDIATRIQUE,,REP
2155,FORFAIT ENVIRONNEMENT HOSPITALIER 1,9909,SE1
2156,FORFAIT ENVIRONNEMENT HOSPITALIER 2,10537,SE2
2157,FORFAIT ENVIRONNEMENT HOSPITALIER 3,1608,SE3
2158,FORFAIT ENVIRONNEMENT HOSPITALIER 4,744,SE4
2159,FORFAIT DE SECURITE DERMATOLOGIQUE,30034,FSD
2160,MISSION D'INTERET GENERAL SSR,226,MGS
2161,FORFAIT MISSION D INTERET GENERAL D AIDE A LA CONTRACTUALISATION,540,MGC
2162,FORFAIT HAUTE TECHNICITE,,FHT
2163,SUPPLEMENT JOURNALIER DIALYSE PERITONEALE,12,DIP
2164,ADMINISTRATION DE PRODUITS ET PRESTATIONS EN ENVIRONNEMENT HOSPITALIER,75,APE
2165,FORFAIT PRESTATION INTERMEDIAIRE,,FPI
2166,ADMINISTRATION DE MEDICAMENTS EN ENVIRONNEMENT HOSPITALIER,,AP2
2167,FORFAIT ENVIRONNEMENT HOSPITALIER 5,471,SE5
2168,FORFAIT ENVIRONNEMENT HOSPITALIER 6,1070,SE6
2169,DOTATION POPULATIONNELLE PSY,119,DP2
2170,FIR ETS PRIVES,,FIP
2171,DIFFERENTIEL TARIFAIRE AME,,DTA
2172,DIFFERENTIEL TARIFAIRE MIGRANTS,,DTM
2173,DIFFERENTIEL PSY REGLEMENTAIRE,,DPC
2174,DIFFERENTIEL PSY AME,,DPA
2175,DIFFERENTIEL PSY MIGRANTS,,DPM
2176,DIFFERENTIEL SSR REGLEMENTAIRE,49,DSC
2177,DIFFERENTIEL SSR AME,,DSA
2178,DIFFERENTIEL SSR MIGRANTS,,DSM
2179,DOTATION DE TRANSFORMATION PSY,100,DT2
2180,DIFFERENTIEL TARIFAIRE FIDES,1,DTF
2181,PRELEVEMENT D ORGANE 1,,PO1
2182,PRELEVEMENT D ORGANE 2,,PO2
2183,PRELEVEMENT D ORGANE 3,,PO3
2184,COORDINATION PRELEVEMENT D ORGANES,2,CPO
2185,PRELEVEMENT D ORGANE 4,,PO4
2186,PRELEVEMENT D'ORGANE 5,,PO5
2187,PRELEVEMENT D'ORGANE 6,,PO6
2188,PRELEVEMENT D'ORGANE 7,,PO7
2189,PRELEVEMENT D'ORGANE 8,,PO8
2190,PRELEVEMENT D'ORGANE 9,,PO9
2191,PRELEVEMENT D'ORGANE,,POA
2192,DOTATION POPULATIONNELLE SSR,66,DP1
2193,DOTATION PEDIATRIE,,DT1
2194,PLATEAU TECHNIQUE SPECIALISE,,PTS
2195,SUPPLEMENT ANTEPARTUM,127,ANT
2196,SUPPLEMENT RADIOTHERAPIE PEDIATRIQUE,,RAP
2197,DOTATION ACTIVITES SPECIFIQUES,,MGY
2198,DOTATION QUALITE CODAGE,39,DAY
2199,SUPPLEMENT  JOURNALIER ZONE BASSE,,SZB
2200,DOTATION FILE ACTIVE PSY,53,DFA
2201,BUDGET GLOBAL,,
2202,MEDICALISATION DES PERSONNES AGEES,,
2203,SSAD : SERVICE DE SOINS A DOMICILE,,
2204,CAMSP: CENTRE ACTION MEDICO-SOCIALE PRECOCE,,
2205,CCAA : CENTRE DE CURE AMBULATOIRE EN ALCOOLOGIE,,
2206,VIH,,VIH
2207,REORIENTATION URGENCE 2 MILIEU NUIT,,R2M
2208,REORIENTATION URGENCE 1 MILIEU NUIT,,R1M
2209,FORFAIT CONSULTATION URGENCE HOPITAL MILIEU NUIT,,FHM
2210,FORFAIT CONSULTATION URGENCE HOPITAL NUIT,,FHN
2211,FRAIS DE SEJOUR,34129,PJ
2212,MAJORATION PMSI,25093,PMS
2213,FRAIS DE SEJOUR IME,2124,PJE
2214,SUPPLEMENT DEROGATOIRE SG SUR PRESTATION SEJOUR NON REMBOURSABLE (CNMSS),,SGJ
2215,SUPPLEMENT DEROGATOIRE SG SUR PRESTATION SEJOUR REMBOURSABLE (CNMSS),3,DSJ
2216,FORFAIT CONSULTATION URGENCE PRIVE,,FCP
2217,FORFAIT CONSULTATION URGENCE HOPITAL,,FCH
2218,REORIENTATION URGENCE 1,2,RU1
2219,REORIENTATION URGENCE 2,,RU2
2220,FORFAIT CONSULTATION URGENCE HOPITAL FERIE,,FHF
2221,SUPPLEMENT CHAMBRE PARTICULIERE,1618,SHO
2222,SUPPLEMENT POUR SURVEILLANCE DU MALADE,8969,SSM
2228,REORIENTATION URGENCE 1 NUIT,,R1N
2229,FORFAIT PRISE EN CHARGE DU NOUVEAU NE,,FNN
2230,PRIX DE JOURNEE REGIME LOCAL,4806,PJL
2231,FORFAIT PHARMACEUTIQUE,10052,PHJ
2232,FORFAIT TRANSPLANTATION D  ORGANE,,FTO
2233,REORIENTATION URGENCE 2 NUIT,,R2N
2234,FORFAIT D  ENTREE,7134,ENT
2235,FORFAIT D  ACTIVITE NON PROGRAMMEE,,ANP
2236,FORFAIT CONSOMMABLE CARDIOLOGIE,,FCO
2237,TM PJ - PART OC,45497,PJC
2238,FORFAIT D ACCUEIL ET DE TRAITEMENT DES URGENCES,3891,ATU
2239,FORFAIT ANNUEL D URGENCE,137,FAU
2240,TARIF JOURNALIER COMPLEMENTAIRE,158,TJC
2241,FRAIS DE SALLE D  OPERATION,,FSO
2242,FRAIS D  ANESTHESIE ET REANIMATION,,ARE
2243,FRAIS D  ENVIRONNEMENT,,FE
2244,Forfait Innovation ARGUS II,,I02
2245,FRAIS DE SALLE D  ACCOUCHEMENT,,FST
2246,FRAIS DE SALLE D  ACCOUCHEMENT MULTIPLE,,FSG
2247,FORFAIT PSYCHIATRIE  DE SECURITE - HOSPITALISATION AVEC HEBERGEMENT,,FSY
2248,Forfait Innovation HIFU,31,I01
2249,FORFAIT ACTIVITE ISOLE,2,FAI
2250,FORFAIT JOURNALIER - PART OC,77491,FJC
2251,FORFAIT JOURNALIER,79727,FJ
2252,FORFAIT JOURNALIER DE SORTIE,85104,FJA/FJR/FRL
2253,TARIF JOURNALIER PRESTATIONS,7,TJP
2254,VERSEMENT ACTIVITE SSR AME,,VAM
2255,VERSEMENT SOINS URGENTS SSR,,VSU
2256,FORFAIT INNOVATION ECLIPS,1,I13
2257,FJ TRANSPLANTATION ORGANES,,FJO
2258,FORFAIT DE SOINS JOURNALIER,22,FSJ
2259,SAISIE MANUELLE DES SEJOURS POUR LEQUELS LE FJ EST SUPERIEUR AU TM,,
2260,FORFAIT HOPITAL PROXIMITE COMPLEMENTAIRE,,HPC
2261,FORFAIT ACCUEIL DU PATIENT N 1,,FA1
2262,FORFAIT ACCUEIL DU PATIENT N 2,,FA2
2263,FORFAIT IFAQ,137,IFQ
2264,FORFAIT IFAQ SSR,70,IFZ
2265,DOTATION MODULEE A L'ACTIVITE,26,DMA
2266,FORFAIT INNOVATION ECHOPULSE,,I03
2267,FORFAIT INNOVATION METAGLUT1,,I04
2268,FORFAIT INNOVATION RETINA,,I05
2269,FORFAIT PATHOLOGIE CHRONIQUE 1,35,PC1
2270,FORFAIT PATHOLOGIE CHRONIQUE 2,,PC2
2271,FORFAIT HPT GROUPE 1,,AS1
2272,FORFAIT HPT GROUPE 1.2,,AS2
2273,FORFAIT HPT 15 %,,AS3
2274,FORFAIT HPT GROUPE 2 + FAS1,,AS4
2275,FORFAIT HPT GROUPE 2 + FAS2,,AS5
2276,FORFAIT INNOVATION WISE CRT,,I07
2277,REORIENTATION URGENCE 1 FERIE,,R1F
2278,REORIENTATION URGENCE 2 FERIE,,R2F
2279,FORFAIT INNOVATION DNERVA,,I08
2280,FORFAIT IFAQ PSY,52,IFY
2281,FORFAIT PATIENT URGENCE,51121,FPU
2282,PARTICIPATION ASSURE TRANSITOIRE,1,PAT
2283,PARTICIPATION ASSURE HOSPITALISATION PUBLIQUE (C2S + AME),12770,PAH
2284,PARTICIPATION ASSURE HOSPITALISATION PUBLIQUE (REGIME LOCAL),2207,PAJ
2285,PARTICIPATION ASSURE SUR SEJOUR,34693,PAS
2286,FORFAIT PATIENT URGENCE RO,2425,FPX
2287,FORFAIT PATIENT URGENCE RL,4914,FPL
2288,FORFAIT INNOVATION ONCOGRAMME,76,I14
2289,FORFAIT INNOVATION SUNRISE,71,I15
2290,FORFAIT JOURNALIER RL PRIVE,230,FLP
2291,PRIX DE JOURNEE FIDES ALM,,PJF
2292,DOTATION STRUCTURATION RECHERCHE,,DRY
2293,DOTATION NOUVELLES ACTIVITES,1,DNA
2294,DOTATION QUALITE URGENCE,1,DQU
2295,DOTATION DE RESPONSABILITE ERRITORIALE,,DP3
2297,FORFAIT PATIENT URGENCE MINORE,26157,FPV
2298,FORFAIT URGENCE MINORE ALM,2217,FPM
2299,TARIF JOURNALIER LOCAL,,TJL
2300,TARIF JOURNALIER MIGRANTS,,TJM
2301,SUPPLEMENT CAR T CELL,,CTC
2302,SUPPLEMENT TRANSPORT DEFINITIF SSR,,ST4
2303,SUPPLEMENT TRANSPORT PROVISOIRE SSR,3,ST5
2304,SUPPLEMENT TRANSPORT PERMISSION THERAPEUTIQUE SSR,,ST6
2309,COMPLEMENT FORFAIT URGENCE,8513,CFU
2321,FORFAIT - LONG SEJOUR PERSONNES AGEES,2,FPA/FS
2331,RADIUMTHERAPIE ET CHIMIOTHERAPIE,69,SNS
2332,READAPTATION FONCTIONNELLE,125,RF/SNS
2333,REEDUCATION PROFESSIONNELLE,,RP/FS
2334,SEANCE D  HEMODIALYSE,,FSE/SNS
2335,FORFAIT DE PANSEMENT,34,FP
2336,FORFAIT POUR CONSULTATION EN CENTRE MEDICO-PSYCHO PEDAGOGIQUE,756,SNS
2337,SEANCE DE DIAGNOSTIC,99,SD
2338,FORFAIT PETIT MATERIEL,2529,FFM
2339,AUTRES FORFAITS DIVERS (Y COMPRIS NUTRITION ENTERALE A DOMICILE),11074,FS/SNS
2341,SUPPLEMENT AU FORFAIT CHIMIOTHERAPIE,,SFC
2342,FORFAIT POUR GARDE DE DEBUT DE NUIT EN ETABLIS. PRIVE,85,RGD
2343,FORFAIT POUR GARDE DE NUIT OU SAMEDI APRES MIDI EN ETABLIS. PRIVE,236,RGN
2344,FORFAIT DE GARDE NUIT ET FERIE EN ETABLIS. PRIVE,240,FPG
2345,FORFAIT POUR ASTREINTE DE DEBUT DE NUIT EN ETABLIS. PRIVE,127,RAN
2346,FORFAIT POUR ASTREINTE DE NUIT OU SAMEDI APRES MIDI EN ETABLIS. PRIVE,422,RAG
2347,FORFAIT D'ASTREINTE NUIT ET FERIE EN ETABLIS. PRIVE,448,FPA
2351,FORFAIT TECHNIQUE NORMAL IRMN -SCANNERS,80753,FTN
2352,FORFAIT TECHNIQUE REDUIT IRMN -SCANNERS,55890,FTR
2353,FORFAIT TECHNIQUE SCANNER (SPP expo amiante),,FTS
2354,FORFAIT TECHNIQUE TOMOGRAPHIE,115,FTG
2355,FORFAIT CONCOMMABLE MEDECINE NUCLEAIRE 01,,N01
2356,FORFAIT CONSOMMABLE MEDECINE NUCLEAIRE 02,,N02
2357,FORFAIT CONSOMMABLE MEDECINE NUCLEAIRE 03,,N03
2358,FORFAIT CONSOMMABLE MEDECINE NUCLEAIRE 04,,N04
2359,FORFAIT CONSOMMABLE MEDECINE NUCLEAIRE 05,,N05
2360,FORFAIT CONSOMMABLE MEDECINE NUCLEAIRE 06,,N06
2361,FORFAIT CONSOMMABLE MEDECINE NUCLEAIRE 07,,N07
2362,FORFAIT CONSOMMABLE MEDECINE NUCLEAIRE 08,,N08
2363,FORFAIT CONSOMMABLE MEDECINE NUCLEAIRE 09,,N09
2364,FORFAIT CONSOMMABLE MEDECINE NUCLEAIRE 10,,N10
2365,FORFAIT CONSOMMABLE MEDECINE NUCLEAIRE 11,,N11
2366,FORFAIT CONSOMMABLE MEDECINE NUCLEAIRE 12,,N12
2367,FORFAIT CONSOMMABLE MEDECINE NUCLEAIRE 13,,N13
2368,FORFAIT CONSOMMABLE MEDECINE NUCLEAIRE 14,,N14
2369,FORFAIT CONSOMMABLE MEDECINE NUCLEAIRE 15,,N15
2371,TARIF SOINS GIR 1 ET 2,,G1
2372,TARIF SOINS GIR 3 ET 4,,G2
2373,TARIF SOINS GIR 5 ET 6,,G3
2380,"FORFAIT PSYCHIATRIE SEANCE COLL, 1 INTERVENANT 3 à 4H",,PY0
2381,"FORFAIT PSYCHIATRIE SEANCE IND, 1 INTERVENANT 3 à 4H",,PY1
2382,"FORFAIT PSYCHIATRIE SEANCE COLL, 2 INTERVENANTS 3 à 4H",,PY2
2383,FORFAIT PSYCHIATRIE SEANCE IND. 2 INTERVENANTS 3 à 4H,,PY3
2384,"FORFAIT PSYCHIATRIE SEANCE COLL, 1 INTERVENANT 6 à 8H",,PY4
2385,FORFAIT PSYCHIATRIE SEANCE IND. 1 INTERVENANT 6 à 8H,,PY5
2386,"FORFAIT PSYCHIATRIE SEANCE COLL, 2 INTERVENANT 6 à 8H",,PY6
2387,FORFAIT PSYCHIATRIE SEANCE IND. 2 INTERVENANTS 6 à 8H,,PY7
2388,FORFAIT PSYCHIATRIE DE SECURITE HOSPITALISATION SANS HEBERGEMENT,,PY8
2389,PRISE EN CHARGE DE NUIT POUR UNE DUREE ENTRE 8 ET 12H,,PY9
2391,FORFAIT TECHNIQUE TARIF REDUIT N°2,10076,FR2
2392,FORFAIT TECHNIQUE TARIF REDUIT N°3,12994,FR3
2411,INTERVENTION IVG,134,IG
2412,ANESTHESIE GENERALE,118,IGA
2413,INVESTIGATIONS BIOLOGIQUES,11,IGB
2414,CONSULTATION IVG,1832,IC
2415,MEDICAMENTS: MIFEYGINE,199,IGM
2416,MEDICAMENTS: PROSTAGLANDINES,192,IGP
2417,VERIFICATION BIOLOGIQUE,,IVB
2418,VERIFICATION ECHOGRAPHIQUE,1057,IVE
2419,FORFAIT INTERVENTION AMBULATOIRE,132,IMD
2420,FORFAIT INTERVENTION DUREE < OU = 12 H PRIVE MEDIC,177,IMI
2421,INTERVENTION + ANESTHESIE AMBULATOIRE,58,AMD
2422,FORFAIT POUR IVG MEDICAMENTEUSE,136,AMF
2423,FORFAIT INTERVENTION AVEC NUITEE,16,IPD
2424,INTERVENTION + ANESTHESIE AVEC NUITEE,2,APD
2425,FORFAIT IVG POUR 24H SUPPLEMENTAIRES - SECTEUR PRIVE/SECTEUR PUBLIC,,FJS
2426,CONSULTATION IVG SPECIALISTE,1132,ICS
2428,ECHO PRE IVG,1921,IPE
2501,FORFAIT FIR PDSES PUBLIQUE,,FI1
2502,FORFAIT FIR CENTRE DEPISTAGE ANONYME ET GRATUIT,,FI2
2503,FORFAIT FIR CENTRE PERINATAUX DE PROXIMITE,,FI3
2504,FORFAIT FIR EDUCATION THERAPEUTIQUE,,FI4
3101,FORFAIT STRUCTURE PS AUXILIAIRES,11,FSA
3102,CONTESTATION FORFAIT STRUCTURE PS AUXILIAIRES,56,FSC
3103,TELECONSULTATION LORS D'UN SOIN,396,TLS
3104,TELECONSULTATION LIEU DEDIE,1661,TLL
3105,TELECONSULTATION DOMICILE,436,TLD
3106,SOINS INFIRMIERS EXTERNALISES (PEC LOURDE),44751,BSC
3107,SOINS INFIRMIERS EXTERNALISES (PEC INTERMEDIAIRE),69060,BSB
3108,SOINS INFIRMIERS EXTERNALISES (PEC LEGERE),89986,BSA
3109,Majoration Infirmier Enfant,22521,MIE
3110,CONTRAT INCITATIF INFIRMIER,16,CII
3111,ACTES EN AMI,1837669,AMI
3112,ACTES INFIRMIERS DE SOINS,89749,AIS
3113,ACTES INFIRMIERS DES SAGES-FEMMES (SFI),7686,SFI
3115,BILAN DE SOINS INFIRMIERS,21908,DI
3116,MAJORATION POUR ACTE UNIQUE,928528,MAU
3117,MAJORATION DE COORDINATION ET D'ENVIRONNEMENT DE SOIN INFIRMIER,121064,MCI
3118,INDEMNISATION VACATION INFIRMIERS,173,VGI
3119,REMUNERATION VACCINATION GRIPPE A PAR INFIRMIER RETRAITE OU SALARIE HORS OBLIGATIONS,,VIR
3120,SOINS INFIRMIERS EXTERNALISES,73977,AMX
3121,ACTES AMC,79818,AMC
3122,ACTES EN AMK,327334,AMK
3123,TELESOINS MK,,TMK
3124,FORFAIT TROUBLES NEURO-DEVELOPPEMENT,519,FTD
3125,ACTES DE KINESITHERAPIE OSTEO-ARTICULAIRE,610823,AMS
3126,CONTRAT DEMOGRAPHIQUE KINE,43,CIK
3127,FORFAIT PRISE EN CHARGE AVC,177,FRD
3128,RETOUR A DOMICILE POST CHIRURGIE ORTHOPEDIQUE,1515,FAD
3129,PRATIQUE AVANCEE INFIRMIER MIP,883,MIP
3130,PRATIQUE AVANCEE INFIRMIER PAI,9591,PAI
3131,ACTES DES PEDICURES,4173,AMP
3132,ACTES DES ORTHOPHONISTES,133939,AMO
3133,ACTES DES ORTHOPTISTES,149041,AMY
3134,ACTE DE PEDICURE-PODOLOGUE (DIABETIQUE),31582,POD
3135,FORFAIT EVALUATION DOMICILE HANDICAP,64,FOT
